clothing_id,age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,review_date
1077,34,Perfect transition dress,Very comfortable.,Liked it,1,48,Initmates,Dresses,Intimates,2014-05-26 01:00:00
1040,62,Love!,Great fit and quality!,Not great,1,40,General,Intimate,Knits,2014-05-26 02:00:00
1195,48,Please make more like this one!,Lovely fabric and color.,Liked it,1,91,General,Trend,Blouses,2014-05-26 03:00:00
1067,45,Please make more like this one!,Lovely fabric and color.,Loved it,1,49,General,Tops,Knits,2014-05-26 04:00:00
1007,60,nan,"Too small, returning.",Liked it,1,13,General Petite,Dresses,Lounge,2014-05-26 05:00:00
1001,65,Perfect transition dress,Very comfortable.,Loved it,1,22,Initmates,Jackets,Intimates,2014-05-26 06:00:00
1104,69,Beautiful,"Too small, returning.",Not great,1,65,Initmates,Jackets,Dresses,2014-05-26 07:00:00
1124,56,Love!,Very comfortable.,Loved it,1,39,General Petite,Bottoms,Knits,2014-05-26 08:00:00
1109,47,Love!,Scratchy material.,Was okay,1,20,General Petite,Bottoms,Pants,2014-05-26 09:00:00
1085,52,Please make more like this one!,Very comfortable.,Loved it,0,92,General,Bottoms,Knits,2014-05-26 10:00:00
1168,65,Beautiful!,Scratchy material.,Liked it,1,96,General Petite,Bottoms,Jackets,2014-05-26 11:00:00
1119,68,Love!,Scratchy material.,Loved it,1,42,General Petite,Jackets,Jackets,2014-05-26 12:00:00
1126,37,Please make more like this one!,"Too small, returning.",Loved it,1,45,Initmates,Intimate,Lounge,2014-05-26 13:00:00
1182,33,Love,Lovely fabric and color.,Not great,0,47,General,Trend,Intimates,2014-05-26 14:00:00
1015,51,Beautiful,Very comfortable.,Liked it,1,88,Initmates,Intimate,Pants,2014-05-26 15:00:00
1061,31,Love!,"Too small, returning.",Not great,0,68,Initmates,Jackets,Jackets,2014-05-26 16:00:00
1112,43,Love it!,Scratchy material.,Loved it,1,29,Initmates,Tops,Pants,2014-05-26 17:00:00
1175,37,Love it!,Scratchy material.,Liked it,1,39,Initmates,Bottoms,Intimates,2014-05-26 18:00:00
1157,59,Beautiful!,Great fit and quality!,Liked it,1,41,Initmates,Bottoms,Pants,2014-05-26 19:00:00
1011,68,Love it!,Great fit and quality!,Loved it,1,91,General,Dresses,Knits,2014-05-26 20:00:00
1034,41,Love!,Very comfortable.,Liked it,1,23,Initmates,Trend,Jackets,2014-05-26 21:00:00
1010,60,Please make more like this one!,Lovely fabric and color.,Loved it,1,80,General Petite,Jackets,Jackets,2014-05-26 22:00:00
1063,35,Please make more like this one!,Great fit and quality!,Loved it,0,58,General,Dresses,Pants,2014-05-26 23:00:00
1049,60,Beautiful,Scratchy material.,Loved it,1,64,Initmates,Dresses,Dresses,2014-05-27 00:00:00
1148,26,Love,"Too small, returning.",Loved it,1,53,General Petite,Bottoms,Pants,2014-05-27 01:00:00
1068,36,Love,Lovely fabric and color.,Loved it,1,58,Initmates,Dresses,Intimates,2014-05-27 02:00:00
1047,37,Love it!,Very comfortable.,Liked it,1,78,General Petite,Trend,Intimates,2014-05-27 03:00:00
1019,59,Love,"Too small, returning.",Loved it,1,59,Initmates,Intimate,Intimates,2014-05-27 04:00:00
1100,47,Please make more like this one!,Very comfortable.,Liked it,1,37,General,Intimate,Dresses,2014-05-27 05:00:00
1194,43,Perfect transition dress,"Too small, returning.",Loved it,1,1,General Petite,Intimate,Pants,2014-05-27 06:00:00
1171,48,Beautiful!,"Too small, returning.",Liked it,0,64,General,Intimate,Lounge,2014-05-27 07:00:00
1160,52,nan,Lovely fabric and color.,Liked it,1,7,General,Intimate,Dresses,2014-05-27 08:00:00
1188,20,"Cute, but see through",Very comfortable.,Liked it,1,99,Initmates,Intimate,Intimates,2014-05-27 09:00:00
1136,57,Perfect transition dress,Great fit and quality!,Loved it,1,10,Initmates,Dresses,Knits,2014-05-27 10:00:00
1067,46,Beautiful!,"Too small, returning.",Liked it,1,41,General,Trend,Dresses,2014-05-27 11:00:00
1034,23,Beautiful!,"Too small, returning.",Liked it,1,54,Initmates,Intimate,Blouses,2014-05-27 12:00:00
1064,69,nan,Great fit and quality!,Not great,0,40,General,Bottoms,Pants,2014-05-27 13:00:00
1007,18,Perfect transition dress,Lovely fabric and color.,Liked it,1,2,Initmates,Tops,Pants,2014-05-27 14:00:00
1044,69,Love!,Lovely fabric and color.,Liked it,1,10,Initmates,Intimate,Dresses,2014-05-27 15:00:00
1086,41,Love!,Lovely fabric and color.,Was okay,1,59,Initmates,Jackets,Dresses,2014-05-27 16:00:00
1174,55,Love!,Scratchy material.,Loved it,0,9,Initmates,Trend,Knits,2014-05-27 17:00:00
1167,51,Perfect transition dress,Scratchy material.,Liked it,1,11,Initmates,Dresses,Pants,2014-05-27 18:00:00
1075,68,Love it!,Lovely fabric and color.,Loved it,1,67,Initmates,Intimate,Pants,2014-05-27 19:00:00
1181,24,nan,Lovely fabric and color.,Was okay,1,0,General Petite,Tops,Lounge,2014-05-27 20:00:00
1075,28,Beautiful,Great fit and quality!,Loved it,1,39,Initmates,Tops,Jackets,2014-05-27 21:00:00
1173,28,Beautiful,Scratchy material.,Liked it,1,38,Initmates,Intimate,Dresses,2014-05-27 22:00:00
1046,53,Beautiful!,Very comfortable.,Loved it,1,15,General,Bottoms,Dresses,2014-05-27 23:00:00
1014,37,Love!,Lovely fabric and color.,Liked it,1,98,Initmates,Bottoms,Intimates,2014-05-28 00:00:00
1104,33,Love,Lovely fabric and color.,Loved it,1,24,General Petite,Intimate,Jackets,2014-05-28 01:00:00
1146,22,Beautiful!,Lovely fabric and color.,Liked it,1,27,General Petite,Jackets,Intimates,2014-05-28 02:00:00
1025,41,"Cute, but see through","Too small, returning.",Loved it,0,42,Initmates,Dresses,Knits,2014-05-28 03:00:00
1051,47,Beautiful,Scratchy material.,Loved it,0,6,General,Intimate,Lounge,2014-05-28 04:00:00
1092,47,Perfect transition dress,Very comfortable.,Loved it,1,79,General Petite,Bottoms,Jackets,2014-05-28 05:00:00
1149,56,Love!,"Too small, returning.",Loved it,1,80,General Petite,Bottoms,Dresses,2014-05-28 06:00:00
1020,65,Beautiful,"Too small, returning.",Loved it,1,28,General Petite,Jackets,Knits,2014-05-28 07:00:00
1050,64,Love it!,Very comfortable.,Loved it,1,74,Initmates,Trend,Dresses,2014-05-28 08:00:00
1037,54,Please make more like this one!,Very comfortable.,Loved it,1,81,General Petite,Bottoms,Lounge,2014-05-28 09:00:00
1019,50,Beautiful!,Very comfortable.,Not great,1,75,General Petite,Dresses,Pants,2014-05-28 10:00:00
1156,37,Beautiful,Very comfortable.,Loved it,1,83,General Petite,Jackets,Blouses,2014-05-28 11:00:00
1178,39,Please make more like this one!,Very comfortable.,Liked it,1,62,General Petite,Tops,Pants,2014-05-28 12:00:00
1131,58,Love,Lovely fabric and color.,Loved it,1,10,General Petite,Jackets,Intimates,2014-05-28 13:00:00
1054,38,"Cute, but see through",Very comfortable.,Was okay,0,0,General,Trend,Jackets,2014-05-28 14:00:00
1198,54,Beautiful,Very comfortable.,Liked it,1,27,Initmates,Bottoms,Knits,2014-05-28 15:00:00
1091,44,"Cute, but see through",Scratchy material.,Was okay,1,45,General,Tops,Pants,2014-05-28 16:00:00
1027,55,Love!,Lovely fabric and color.,Loved it,1,81,Initmates,Trend,Knits,2014-05-28 17:00:00
1003,52,Love it!,"Too small, returning.",Not great,1,2,Initmates,Bottoms,Knits,2014-05-28 18:00:00
1149,55,Beautiful!,Lovely fabric and color.,Loved it,1,13,General Petite,Intimate,Intimates,2014-05-28 19:00:00
1075,57,Love!,Great fit and quality!,Liked it,1,38,Initmates,Bottoms,Intimates,2014-05-28 20:00:00
1172,23,Please make more like this one!,Very comfortable.,Liked it,1,24,General,Jackets,Jackets,2014-05-28 21:00:00
1066,49,Love it!,"Too small, returning.",Hated it ,1,34,General,Dresses,Jackets,2014-05-28 22:00:00
1085,33,Beautiful,Great fit and quality!,Loved it,1,29,General,Trend,Blouses,2014-05-28 23:00:00
1193,45,Beautiful!,"Too small, returning.",Loved it,0,39,General Petite,Bottoms,Jackets,2014-05-29 00:00:00
1161,33,Beautiful,Lovely fabric and color.,Loved it,0,83,General,Jackets,Jackets,2014-05-29 01:00:00
1090,44,Love it!,Great fit and quality!,Not great,1,94,General Petite,Trend,Jackets,2014-05-29 02:00:00
1182,20,Perfect transition dress,Very comfortable.,Loved it,1,10,General,Intimate,Knits,2014-05-29 03:00:00
1104,66,Love!,Very comfortable.,Loved it,0,65,Initmates,Trend,Blouses,2014-05-29 04:00:00
1000,38,Beautiful!,Great fit and quality!,Loved it,1,38,Initmates,Intimate,Jackets,2014-05-29 05:00:00
1071,55,Love,Lovely fabric and color.,Loved it,1,27,General Petite,Dresses,Lounge,2014-05-29 06:00:00
1086,55,Perfect transition dress,Great fit and quality!,Loved it,0,63,Initmates,Dresses,Jackets,2014-05-29 07:00:00
1165,47,Love!,Lovely fabric and color.,Was okay,0,2,General,Dresses,Blouses,2014-05-29 08:00:00
1005,39,Perfect transition dress,"Too small, returning.",Loved it,1,83,General Petite,Bottoms,Blouses,2014-05-29 09:00:00
1152,36,Beautiful!,Lovely fabric and color.,Loved it,1,73,General Petite,Intimate,Dresses,2014-05-29 10:00:00
1144,48,Beautiful,Great fit and quality!,Loved it,1,91,General,Jackets,Blouses,2014-05-29 11:00:00
1060,37,Love!,Great fit and quality!,Was okay,1,5,General Petite,Dresses,Intimates,2014-05-29 12:00:00
1011,64,Beautiful,"Too small, returning.",Liked it,1,35,General,Tops,Pants,2014-05-29 13:00:00
1005,36,Beautiful!,Great fit and quality!,Liked it,1,2,Initmates,Jackets,Pants,2014-05-29 14:00:00
1026,19,Love,Scratchy material.,Liked it,0,84,Initmates,Tops,Blouses,2014-05-29 15:00:00
1135,57,Perfect transition dress,Great fit and quality!,Not great,1,86,General,Trend,Pants,2014-05-29 16:00:00
1123,56,Beautiful!,Scratchy material.,Loved it,1,19,General,Intimate,Dresses,2014-05-29 17:00:00
1105,44,Beautiful,Great fit and quality!,Was okay,1,69,General Petite,Dresses,Knits,2014-05-29 18:00:00
1192,25,Please make more like this one!,Great fit and quality!,Loved it,1,56,General,Tops,Knits,2014-05-29 19:00:00
1184,62,Perfect transition dress,"Too small, returning.",Loved it,1,51,General Petite,Jackets,Jackets,2014-05-29 20:00:00
1092,44,nan,Scratchy material.,Loved it,1,8,Initmates,Intimate,Knits,2014-05-29 21:00:00
1108,32,Love,"Too small, returning.",Loved it,1,74,General,Intimate,Jackets,2014-05-29 22:00:00
1098,29,Love!,Scratchy material.,Loved it,1,67,Initmates,Intimate,Jackets,2014-05-29 23:00:00
1167,64,Please make more like this one!,Scratchy material.,Not great,1,69,General Petite,Jackets,Jackets,2014-05-30 00:00:00
1141,31,"Cute, but see through",Very comfortable.,Loved it,1,49,General,Intimate,Intimates,2014-05-30 01:00:00
1034,24,Please make more like this one!,Scratchy material.,Liked it,1,5,General,Intimate,Intimates,2014-05-30 02:00:00
1175,34,nan,"Too small, returning.",Was okay,1,42,Initmates,Tops,Dresses,2014-05-30 03:00:00
1083,43,Please make more like this one!,"Too small, returning.",Loved it,1,55,General,Intimate,Lounge,2014-05-30 04:00:00
1055,54,Please make more like this one!,Lovely fabric and color.,Loved it,0,16,General Petite,Dresses,Blouses,2014-05-30 05:00:00
1176,37,Perfect transition dress,Great fit and quality!,Liked it,1,31,Initmates,Tops,Dresses,2014-05-30 06:00:00
1140,27,Beautiful,Very comfortable.,Loved it,1,87,General,Dresses,Pants,2014-05-30 07:00:00
1188,36,"Cute, but see through",Great fit and quality!,Liked it,1,10,General,Trend,Dresses,2014-05-30 08:00:00
1048,35,Love!,"Too small, returning.",Loved it,0,25,General Petite,Intimate,Blouses,2014-05-30 09:00:00
1045,47,Love,Very comfortable.,Loved it,0,17,Initmates,Tops,Blouses,2014-05-30 10:00:00
1112,47,Love!,Scratchy material.,Liked it,1,29,General Petite,Dresses,Lounge,2014-05-30 11:00:00
1189,42,Love!,"Too small, returning.",Hated it ,1,63,General Petite,Jackets,Blouses,2014-05-30 12:00:00
1135,41,Love,"Too small, returning.",Loved it,1,31,Initmates,Jackets,Intimates,2014-05-30 13:00:00
1042,27,nan,"Too small, returning.",Liked it,1,56,Initmates,Tops,Jackets,2014-05-30 14:00:00
1147,19,Love,"Too small, returning.",Liked it,1,61,General Petite,Dresses,Lounge,2014-05-30 15:00:00
1123,55,Beautiful,Very comfortable.,Was okay,1,6,Initmates,Trend,Pants,2014-05-30 16:00:00
1096,49,Love it!,Great fit and quality!,Loved it,1,4,General,Tops,Intimates,2014-05-30 17:00:00
1089,52,Love it!,Great fit and quality!,Hated it ,1,69,General,Tops,Knits,2014-05-30 18:00:00
1038,68,Beautiful!,Scratchy material.,Loved it,1,13,Initmates,Intimate,Jackets,2014-05-30 19:00:00
1084,54,Beautiful!,"Too small, returning.",Hated it ,0,83,Initmates,Tops,Jackets,2014-05-30 20:00:00
1176,24,nan,"Too small, returning.",Was okay,1,82,General Petite,Intimate,Pants,2014-05-30 21:00:00
1191,24,Love!,Great fit and quality!,Was okay,1,96,General,Trend,Dresses,2014-05-30 22:00:00
1061,44,Beautiful!,Scratchy material.,Was okay,1,45,General Petite,Intimate,Intimates,2014-05-30 23:00:00
1105,27,Perfect transition dress,Lovely fabric and color.,Was okay,1,11,General,Bottoms,Knits,2014-05-31 00:00:00
1106,50,"Cute, but see through",Very comfortable.,Was okay,1,82,General,Tops,Lounge,2014-05-31 01:00:00
1053,60,nan,Great fit and quality!,Not great,1,49,Initmates,Trend,Dresses,2014-05-31 02:00:00
1125,24,Perfect transition dress,Very comfortable.,Loved it,0,78,General Petite,Jackets,Knits,2014-05-31 03:00:00
1008,23,Love it!,Great fit and quality!,Not great,1,72,General,Bottoms,Pants,2014-05-31 04:00:00
1087,23,Please make more like this one!,Scratchy material.,Loved it,1,40,Initmates,Jackets,Dresses,2014-05-31 05:00:00
1036,30,Beautiful,"Too small, returning.",Liked it,1,80,Initmates,Bottoms,Intimates,2014-05-31 06:00:00
1048,65,nan,Lovely fabric and color.,Liked it,1,7,General Petite,Intimate,Knits,2014-05-31 07:00:00
1040,30,"Cute, but see through",Very comfortable.,Was okay,1,2,Initmates,Jackets,Lounge,2014-05-31 08:00:00
1016,19,"Cute, but see through",Lovely fabric and color.,Liked it,1,51,Initmates,Dresses,Knits,2014-05-31 09:00:00
1087,36,Beautiful!,"Too small, returning.",Loved it,0,77,General Petite,Bottoms,Lounge,2014-05-31 10:00:00
1020,68,Please make more like this one!,Great fit and quality!,Liked it,1,10,Initmates,Intimate,Lounge,2014-05-31 11:00:00
1050,36,Love it!,Scratchy material.,Loved it,1,47,Initmates,Intimate,Lounge,2014-05-31 12:00:00
1058,67,Love,"Too small, returning.",Liked it,1,11,General Petite,Tops,Dresses,2014-05-31 13:00:00
1166,55,nan,Lovely fabric and color.,Was okay,1,50,General,Trend,Blouses,2014-05-31 14:00:00
1182,19,Love it!,Lovely fabric and color.,Was okay,1,3,General,Intimate,Lounge,2014-05-31 15:00:00
1040,68,Please make more like this one!,Lovely fabric and color.,Was okay,1,16,General Petite,Dresses,Blouses,2014-05-31 16:00:00
1038,43,Perfect transition dress,Great fit and quality!,Liked it,1,28,General Petite,Tops,Jackets,2014-05-31 17:00:00
1140,23,Beautiful!,Lovely fabric and color.,Loved it,0,22,General,Jackets,Dresses,2014-05-31 18:00:00
1191,37,Perfect transition dress,Great fit and quality!,Liked it,1,61,Initmates,Intimate,Intimates,2014-05-31 19:00:00
1010,40,Beautiful!,Lovely fabric and color.,Liked it,1,78,General Petite,Bottoms,Jackets,2014-05-31 20:00:00
1146,32,nan,Very comfortable.,Loved it,1,11,General Petite,Trend,Intimates,2014-05-31 21:00:00
1138,23,Beautiful,Very comfortable.,Loved it,1,47,Initmates,Jackets,Knits,2014-05-31 22:00:00
1076,45,Perfect transition dress,"Too small, returning.",Not great,1,32,Initmates,Tops,Blouses,2014-05-31 23:00:00
1126,52,Love!,"Too small, returning.",Liked it,1,12,General Petite,Bottoms,Intimates,2014-06-01 00:00:00
1045,28,Love,Scratchy material.,Liked it,1,94,General,Trend,Pants,2014-06-01 01:00:00
1044,25,Beautiful!,Lovely fabric and color.,Loved it,1,73,Initmates,Jackets,Blouses,2014-06-01 02:00:00
1000,67,Beautiful,Lovely fabric and color.,Liked it,1,98,General Petite,Trend,Knits,2014-06-01 03:00:00
1167,66,Love,Great fit and quality!,Loved it,0,37,Initmates,Trend,Pants,2014-06-01 04:00:00
1107,68,"Cute, but see through","Too small, returning.",Not great,1,86,General,Trend,Dresses,2014-06-01 05:00:00
1018,68,Love it!,Very comfortable.,Loved it,1,76,General,Tops,Blouses,2014-06-01 06:00:00
1075,41,Beautiful,Great fit and quality!,Liked it,1,94,General,Intimate,Dresses,2014-06-01 07:00:00
1071,38,Love,Very comfortable.,Liked it,0,49,General Petite,Tops,Knits,2014-06-01 08:00:00
1199,66,"Cute, but see through",Great fit and quality!,Was okay,0,11,Initmates,Bottoms,Pants,2014-06-01 09:00:00
1188,53,Love!,"Too small, returning.",Loved it,1,86,Initmates,Bottoms,Dresses,2014-06-01 10:00:00
1108,24,Please make more like this one!,Lovely fabric and color.,Not great,0,25,General Petite,Tops,Pants,2014-06-01 11:00:00
1011,22,Please make more like this one!,Lovely fabric and color.,Was okay,1,94,Initmates,Bottoms,Blouses,2014-06-01 12:00:00
1188,46,Love it!,"Too small, returning.",Was okay,1,90,Initmates,Bottoms,Lounge,2014-06-01 13:00:00
1160,33,Beautiful!,Very comfortable.,Loved it,1,82,General,Dresses,Dresses,2014-06-01 14:00:00
1044,23,Love it!,Scratchy material.,Was okay,1,76,General,Bottoms,Pants,2014-06-01 15:00:00
1089,31,"Cute, but see through",Scratchy material.,Liked it,1,93,General Petite,Intimate,Lounge,2014-06-01 16:00:00
1102,69,Love!,"Too small, returning.",Liked it,0,64,General Petite,Tops,Dresses,2014-06-01 17:00:00
1196,19,Please make more like this one!,Great fit and quality!,Was okay,1,2,General Petite,Intimate,Pants,2014-06-01 18:00:00
1007,42,Please make more like this one!,Lovely fabric and color.,Liked it,1,7,General Petite,Dresses,Dresses,2014-06-01 19:00:00
1152,48,nan,Very comfortable.,Loved it,1,89,General,Tops,Knits,2014-06-01 20:00:00
1090,67,Perfect transition dress,Scratchy material.,Loved it,1,72,General,Tops,Blouses,2014-06-01 21:00:00
1173,67,"Cute, but see through",Lovely fabric and color.,Liked it,1,29,Initmates,Trend,Jackets,2014-06-01 22:00:00
1086,30,"Cute, but see through","Too small, returning.",Not great,1,42,General,Jackets,Blouses,2014-06-01 23:00:00
1157,35,Beautiful!,Lovely fabric and color.,Not great,1,13,General Petite,Dresses,Knits,2014-06-02 00:00:00
1174,34,"Cute, but see through",Scratchy material.,Was okay,1,16,General,Intimate,Dresses,2014-06-02 01:00:00
1176,62,nan,Very comfortable.,Loved it,1,70,General Petite,Bottoms,Intimates,2014-06-02 02:00:00
1174,45,Love!,Great fit and quality!,Loved it,1,39,Initmates,Intimate,Pants,2014-06-02 03:00:00
1083,29,Beautiful,Great fit and quality!,Loved it,1,65,Initmates,Tops,Jackets,2014-06-02 04:00:00
1081,52,Please make more like this one!,Lovely fabric and color.,Loved it,1,84,Initmates,Intimate,Lounge,2014-06-02 05:00:00
1145,39,"Cute, but see through",Great fit and quality!,Loved it,1,7,General Petite,Jackets,Pants,2014-06-02 06:00:00
1193,56,Perfect transition dress,Scratchy material.,Loved it,1,5,General,Jackets,Knits,2014-06-02 07:00:00
1067,18,"Cute, but see through",Very comfortable.,Loved it,1,17,General Petite,Tops,Pants,2014-06-02 08:00:00
1160,54,Love,Great fit and quality!,Liked it,1,65,General,Bottoms,Pants,2014-06-02 09:00:00
1126,38,Perfect transition dress,Great fit and quality!,Loved it,1,1,General,Trend,Lounge,2014-06-02 10:00:00
1163,18,"Cute, but see through","Too small, returning.",Loved it,1,59,General,Bottoms,Pants,2014-06-02 11:00:00
1081,21,"Cute, but see through",Great fit and quality!,Loved it,0,2,Initmates,Dresses,Blouses,2014-06-02 12:00:00
1146,49,Beautiful!,Great fit and quality!,Loved it,1,92,General Petite,Bottoms,Pants,2014-06-02 13:00:00
1155,18,Love,Scratchy material.,Was okay,1,6,General Petite,Tops,Pants,2014-06-02 14:00:00
1167,30,Beautiful,Great fit and quality!,Loved it,1,46,General Petite,Tops,Dresses,2014-06-02 15:00:00
1083,63,"Cute, but see through","Too small, returning.",Loved it,1,29,General Petite,Jackets,Knits,2014-06-02 16:00:00
1112,64,Love!,"Too small, returning.",Liked it,1,34,General Petite,Intimate,Dresses,2014-06-02 17:00:00
1075,34,Beautiful,"Too small, returning.",Loved it,0,58,General Petite,Jackets,Lounge,2014-06-02 18:00:00
1121,29,Please make more like this one!,Great fit and quality!,Liked it,1,80,General,Jackets,Knits,2014-06-02 19:00:00
1142,24,Beautiful,Lovely fabric and color.,Loved it,1,61,General,Dresses,Intimates,2014-06-02 20:00:00
1040,68,Perfect transition dress,Lovely fabric and color.,Loved it,1,46,Initmates,Intimate,Jackets,2014-06-02 21:00:00
1166,20,Love!,Scratchy material.,Loved it,0,80,Initmates,Intimate,Knits,2014-06-02 22:00:00
1001,67,nan,Lovely fabric and color.,Loved it,1,16,General,Tops,Knits,2014-06-02 23:00:00
1190,43,Beautiful!,Scratchy material.,Loved it,1,52,General Petite,Intimate,Lounge,2014-06-03 00:00:00
1028,48,Love!,Scratchy material.,Loved it,1,32,Initmates,Intimate,Blouses,2014-06-03 01:00:00
1104,53,Please make more like this one!,"Too small, returning.",Liked it,1,62,General Petite,Bottoms,Intimates,2014-06-03 02:00:00
1193,43,Love,Very comfortable.,Liked it,1,41,General,Intimate,Jackets,2014-06-03 03:00:00
1050,20,nan,Scratchy material.,Loved it,1,47,General,Bottoms,Knits,2014-06-03 04:00:00
1074,61,Please make more like this one!,Great fit and quality!,Liked it,1,61,General Petite,Jackets,Jackets,2014-06-03 05:00:00
1009,45,Please make more like this one!,"Too small, returning.",Hated it ,1,98,Initmates,Intimate,Knits,2014-06-03 06:00:00
1141,61,Beautiful!,Great fit and quality!,Loved it,1,6,Initmates,Intimate,Lounge,2014-06-03 07:00:00
1050,34,Love it!,Great fit and quality!,Loved it,0,54,Initmates,Tops,Blouses,2014-06-03 08:00:00
1117,55,nan,Lovely fabric and color.,Was okay,1,83,General Petite,Dresses,Dresses,2014-06-03 09:00:00
1120,64,Beautiful,Great fit and quality!,Loved it,0,37,General Petite,Tops,Intimates,2014-06-03 10:00:00
1038,47,Love it!,Scratchy material.,Was okay,1,89,General,Dresses,Knits,2014-06-03 11:00:00
1027,19,Perfect transition dress,Great fit and quality!,Loved it,1,68,Initmates,Tops,Dresses,2014-06-03 12:00:00
1002,25,Love it!,Great fit and quality!,Loved it,1,38,Initmates,Jackets,Blouses,2014-06-03 13:00:00
1083,31,"Cute, but see through",Lovely fabric and color.,Loved it,1,28,General Petite,Trend,Pants,2014-06-03 14:00:00
1197,54,"Cute, but see through",Great fit and quality!,Liked it,1,77,General Petite,Jackets,Knits,2014-06-03 15:00:00
1154,52,Love it!,Scratchy material.,Loved it,1,28,General,Intimate,Blouses,2014-06-03 16:00:00
1116,59,Beautiful!,Scratchy material.,Loved it,1,54,General Petite,Bottoms,Intimates,2014-06-03 17:00:00
1001,56,Love,Great fit and quality!,Hated it ,1,78,Initmates,Tops,Intimates,2014-06-03 18:00:00
1092,28,Beautiful,Scratchy material.,Liked it,1,59,Initmates,Jackets,Pants,2014-06-03 19:00:00
1165,32,Beautiful!,Scratchy material.,Liked it,1,65,General,Dresses,Pants,2014-06-03 20:00:00
1130,19,Beautiful!,Lovely fabric and color.,Liked it,1,3,General,Dresses,Blouses,2014-06-03 21:00:00
1143,54,Beautiful,"Too small, returning.",Loved it,1,19,General,Dresses,Lounge,2014-06-03 22:00:00
1093,60,Perfect transition dress,"Too small, returning.",Liked it,1,50,General,Intimate,Blouses,2014-06-03 23:00:00
1039,49,"Cute, but see through",Very comfortable.,Hated it ,0,81,Initmates,Jackets,Intimates,2014-06-04 00:00:00
1001,57,Love it!,"Too small, returning.",Was okay,1,69,Initmates,Bottoms,Intimates,2014-06-04 01:00:00
1080,30,Love,Great fit and quality!,Loved it,1,54,General,Bottoms,Blouses,2014-06-04 02:00:00
1168,60,Love!,Scratchy material.,Loved it,1,45,General,Jackets,Blouses,2014-06-04 03:00:00
1011,34,Beautiful,"Too small, returning.",Loved it,1,46,Initmates,Trend,Intimates,2014-06-04 04:00:00
1162,32,Beautiful!,Lovely fabric and color.,Liked it,1,85,Initmates,Jackets,Pants,2014-06-04 05:00:00
1064,50,Love!,Very comfortable.,Loved it,1,75,Initmates,Trend,Jackets,2014-06-04 06:00:00
1054,68,Beautiful,Great fit and quality!,Loved it,0,69,General,Intimate,Blouses,2014-06-04 07:00:00
1044,33,Love it!,"Too small, returning.",Loved it,1,13,General,Tops,Jackets,2014-06-04 08:00:00
1100,68,Please make more like this one!,Scratchy material.,Liked it,1,81,General Petite,Dresses,Lounge,2014-06-04 09:00:00
1061,30,Beautiful,Lovely fabric and color.,Liked it,1,86,General,Intimate,Dresses,2014-06-04 10:00:00
1048,39,Love!,"Too small, returning.",Was okay,1,83,Initmates,Jackets,Blouses,2014-06-04 11:00:00
1126,40,Beautiful!,Scratchy material.,Loved it,1,82,Initmates,Jackets,Knits,2014-06-04 12:00:00
1152,53,Beautiful,"Too small, returning.",Loved it,1,4,General,Intimate,Intimates,2014-06-04 13:00:00
1022,60,nan,Great fit and quality!,Not great,1,31,General Petite,Bottoms,Blouses,2014-06-04 14:00:00
1151,67,Beautiful,Very comfortable.,Was okay,1,89,Initmates,Tops,Blouses,2014-06-04 15:00:00
1037,67,Perfect transition dress,Scratchy material.,Was okay,1,41,General Petite,Intimate,Dresses,2014-06-04 16:00:00
1027,27,"Cute, but see through",Very comfortable.,Loved it,1,39,General Petite,Jackets,Pants,2014-06-04 17:00:00
1020,34,Perfect transition dress,Very comfortable.,Loved it,1,94,General Petite,Intimate,Jackets,2014-06-04 18:00:00
1181,47,Love!,Lovely fabric and color.,Liked it,1,19,General Petite,Jackets,Dresses,2014-06-04 19:00:00
1106,30,Love it!,Scratchy material.,Not great,1,44,General,Tops,Lounge,2014-06-04 20:00:00
1145,47,Beautiful,Lovely fabric and color.,Loved it,1,11,General Petite,Bottoms,Pants,2014-06-04 21:00:00
1163,63,Perfect transition dress,Very comfortable.,Not great,0,40,Initmates,Jackets,Pants,2014-06-04 22:00:00
1098,47,Please make more like this one!,Great fit and quality!,Loved it,1,9,Initmates,Dresses,Blouses,2014-06-04 23:00:00
1172,24,Love,Great fit and quality!,Loved it,1,1,General Petite,Jackets,Intimates,2014-06-05 00:00:00
1118,27,"Cute, but see through","Too small, returning.",Loved it,1,55,Initmates,Trend,Lounge,2014-06-05 01:00:00
1072,52,nan,"Too small, returning.",Loved it,1,15,General,Dresses,Jackets,2014-06-05 02:00:00
1180,19,Love!,Scratchy material.,Not great,1,44,General Petite,Tops,Blouses,2014-06-05 03:00:00
1121,47,"Cute, but see through",Great fit and quality!,Loved it,1,46,Initmates,Jackets,Intimates,2014-06-05 04:00:00
1029,36,"Cute, but see through",Very comfortable.,Loved it,1,40,General Petite,Jackets,Lounge,2014-06-05 05:00:00
1187,56,nan,Great fit and quality!,Loved it,1,43,General,Intimate,Lounge,2014-06-05 06:00:00
1107,54,Love,Scratchy material.,Loved it,1,70,General,Bottoms,Pants,2014-06-05 07:00:00
1097,20,Love it!,"Too small, returning.",Loved it,0,57,Initmates,Bottoms,Jackets,2014-06-05 08:00:00
1031,42,Please make more like this one!,"Too small, returning.",Loved it,1,54,General Petite,Dresses,Pants,2014-06-05 09:00:00
